,LN_ID,TARGET,contract_type_ord,gender_ord,num_of_children_ord,INCOME,APPROVED_CREDIT,ANNUITY,PRICE,income_type_ord,education_ord,family_status_ord,housing_type_ord,DAYS_AGE,DAYS_WORK,DAYS_REGISTRATION,DAYS_ID_CHANGE,weekdays_apply_ord,hour_apply_ord,organization_type_ord,EXT_SCORE_1,EXT_SCORE_2,EXT_SCORE_3,SK_ID_PREV,INST_NUMBER,INST_DAYS,PAY_DAYS,AMT_INST,AMT_PAY,contract_type_prevapp_ord,ANNUITY_PREV_APP,APPLICATION,APPROVED_CREDIT_PREV_APP,AMT_DOWN_PAYMENT,PRICE_PREV_APP,weekdays_apply_prevapp_ord,hour_apply_prevapp_ord,DAYS_DECISION,TERM_PAYMENT,yield_group_ord,FIRST_DRAW,FIRST_DUE,TERMINATION,NFLAG_INSURED_ON_APPROVAL
5147,128250,0,1,2,1,63000.0,225000.0,13896.0,225000.0,3,2,1,1,-24050,365243,-1434,-5198,1,2,8,0.9053673776502628,0.5676259184424388,0.6058362647264226,2504383,5,-693,-700.0,7353.09,7353.09,3,7353.09,87286.5,101115.0,0.0,87286.5,3,5,-845,18.0,1,365243.0,-813.0,-330.0,0.0
5148,266111,0,1,2,1,112500.0,900000.0,45954.0,900000.0,2,2,1,1,-10344,-333,-5213,-2937,7,4,17,0.2944309616799203,0.6502278653253607,0.5867400085415683,1672731,7,-2657,-2664.0,7416675.0,7416675.0,3,7416675.0,53055.0,51291.0,5310.0,53055.0,3,5,-2868,9.0,3,365243.0,-2837.0,-2584.0,1.0
5149,245569,0,1,2,3,157500.0,625356.0,20173.5,522000.0,4,1,1,1,-11700,-2226,-2123,-3513,3,2,0,0.5043230230578871,0.5770246147539441,0.6801388218428291,2673552,1,-2175,-2190.0,3293.1,3293.1,3,3293.1,17104.5,16150.5,1714.5,17104.5,3,12,-2212,6.0,2,365243.0,-2175.0,-2019.0,0.0
5165,272481,0,1,2,1,81000.0,675000.0,19737.0,675000.0,3,1,2,1,-20248,365243,-1267,-3652,2,1,8,0.6471397470606013,0.3390420635525435,0.42589289800515295,2762000,3,-496,-509.0,3876.66,3876.66,3,3876.66,32391.0,31716.0,3240.0,32391.0,3,3,-587,10.0,1,365243.0,-556.0,-338.0,0.0
5169,196547,1,1,2,1,135000.0,450000.0,22018.5,450000.0,1,2,1,1,-12837,-2031,-6306,-4081,4,0,6,0.21335568364267632,0.6739726103060647,0.09885928035482196,2075683,4,-621,-666.0,9976.41,9976.41,3,9976.41,152172.0,152172.0,0.0,152172.0,4,2,-749,18.0,3,365243.0,-711.0,-384.0,0.0
5170,155571,0,1,1,1,270000.0,1762110.0,48586.5,1575000.0,2,1,1,1,-17401,-3099,-3532,-951,2,3,4,0.8300071908374488,0.7077282765627312,0.2225807646753351,2371972,3,-677,-685.0,7674.03,7674.03,3,7674.03,75991.5,75613.5,7600.5,75991.5,4,4,-768,12.0,1,365243.0,-737.0,-639.0,0.0
5172,101188,0,2,2,1,112500.0,337500.0,16875.0,337500.0,2,1,1,1,-14193,-1895,-1743,-5349,5,9,2,0.7615210792619244,0.3302006808987845,0.8050196619153701,2018660,1,-719,-730.0,31567815.0,31567815.0,3,31567815.0,121410.0,121410.0,0.0,121410.0,6,3,-755,4.0,4,365243.0,-719.0,-621.0,0.0
5176,210234,0,1,2,1,126000.0,416052.0,19525.5,292500.0,3,2,4,1,-16797,365243,-723,-258,4,2,8,0.5541132648099742,0.21978620182670644,0.5064842396679806,1645683,4,-517,-574.0,6920.55,6920.55,3,6920.55,61056.0,67504.5,0.0,61056.0,3,18,-652,12.0,1,365243.0,-607.0,-452.0,0.0
5177,233081,0,1,2,1,112500.0,521280.0,23089.5,450000.0,3,1,1,1,-20481,365243,-8390,-4045,1,3,8,0.4765246698930901,0.2970377397384241,0.4365064990977374,2192998,5,-1627,-1665.0,10911.96,10911.96,1,10911.96,90000.0,107901.0,0.0,90000.0,2,0,-1777,12.0,1,365243.0,-1747.0,-1534.0,1.0
5179,102041,0,2,2,1,315000.0,675000.0,33750.0,675000.0,2,2,1,1,-20095,-1502,-2330,-3314,1,7,24,0.7828075205617012,0.6969908647133654,0.2851799046358216,2416364,3,-48,-56.0,9171.36,9171.36,3,9171.36,80748.0,80748.0,0.0,80748.0,7,2,-148,10.0,3,365243.0,-108.0,365243.0,0.0
5181,106062,0,2,2,4,162000.0,270000.0,13500.0,270000.0,1,1,1,1,-12792,-683,-5737,-1605,6,3,41,0.30127076794545793,0.6630896854570649,0.34090642641523844,1134678,5,-50,-64.0,8776.89,8776.89,3,8776.89,73323.0,64323.0,9000.0,73323.0,5,0,-211,10.0,2,365243.0,-170.0,365243.0,0.0
5183,201641,0,1,2,1,135000.0,545040.0,25407.0,450000.0,2,3,3,1,-15070,-2925,-1946,-3926,1,10,1,0.36086258152536266,0.4930320427862425,0.39449540531239935,1491881,11,-1807,-1810.0,7694235.0,7694235.0,3,7694235.0,76950.0,69255.0,7695.0,76950.0,2,12,-2141,12.0,2,365243.0,-2107.0,-1772.0,0.0
5184,294346,0,1,1,1,202500.0,99576.0,5530.5,67500.0,3,1,1,1,-20898,365243,-2634,-4397,4,0,8,0.4360062823019597,0.6246995880050841,0.4974688893052743,1156030,11,-1955,-1975.0,13437.0,13437.0,3,13437.0,127323.0,125932.5,12735.0,127323.0,7,12,-2286,12.0,1,365243.0,-2255.0,-1915.0,0.0
5186,121356,0,1,2,1,135000.0,450000.0,21888.0,450000.0,1,1,1,1,-13663,-3141,-7797,-4324,1,4,0,0.3989310466064766,0.7178759895179878,0.2866524828090694,2538355,1,-220,-245.0,34974.63,34974.63,3,3920895.0,33021.0,33021.0,0.0,33021.0,6,0,-254,12.0,2,365243.0,-220.0,-218.0,0.0
5190,293843,0,1,2,1,157500.0,450000.0,23562.0,450000.0,1,1,3,1,-12642,-463,-1755,-1820,4,11,2,0.3821851630029749,0.4306182973609284,0.4507472818545589,1104602,16,-243,-243.0,21949.02,21949.02,3,21949.02,430402.5,487215.0,0.0,430402.5,1,8,-724,24.0,4,365243.0,-693.0,-25.0,0.0
5196,182247,0,1,1,1,225000.0,1125000.0,33025.5,1125000.0,2,3,2,1,-9337,-762,-4096,-1992,3,6,2,0.2685517735402861,0.06268594128385717,0.5154953751603267,1801290,8,-959,-968.0,12003.03,12003.03,3,12003.03,119457.0,119457.0,0.0,119457.0,6,4,-1201,12.0,1,365243.0,-1169.0,-892.0,0.0
5198,299756,0,1,1,1,202500.0,1350000.0,53671.5,1350000.0,1,1,1,1,-17437,-5019,-10011,-974,4,10,35,0.5300980712077582,0.2331056493322453,0.2340151665320674,2713741,4,-1853,-1863.0,7400025.0,7400025.0,3,7400025.0,38425.5,36292.5,3843.0,38425.5,4,4,-1974,6.0,2,365243.0,-1943.0,-1789.0,0.0
5204,298125,0,1,2,2,81000.0,288873.0,19435.5,238500.0,2,1,2,1,-10190,-1875,-10092,-2857,5,10,48,0.2835433044306652,0.4014345598656108,0.0963186927645401,1772665,7,-354,-371.0,30280995.0,30280995.0,3,5382045.0,49500.0,54729.0,0.0,49500.0,7,7,-565,12.0,1,365243.0,-534.0,-348.0,0.0
5207,102626,0,1,1,2,112500.0,787131.0,26145.0,679500.0,1,1,1,1,-11419,-1076,-6119,-3193,4,9,13,0.24235392034408115,0.5702484059171846,0.4776491548517548,1542998,6,-167,-167.0,12912795.0,12912795.0,3,12915.0,69435.0,73102.5,0.0,69435.0,6,5,-348,6.0,3,365243.0,-317.0,-165.0,0.0
5209,132636,0,2,1,1,405000.0,270000.0,13500.0,270000.0,2,1,1,1,-15148,-2964,-3374,-4095,4,6,50,0.6899830620649516,0.1615986847287123,0.7136313997323308,1057282,1,-26,-35.0,10032705.0,10032705.0,3,10032705.0,49230.0,53055.0,0.0,49230.0,4,11,-56,6.0,1,365243.0,-26.0,365243.0,1.0
5212,230418,0,1,2,1,153000.0,640080.0,31261.5,450000.0,3,1,2,1,-17534,365243,-29,-1088,5,5,8,0.7972877897886408,0.5696802615025489,0.6594055320683344,1777627,3,-884,-902.0,14927.22,14927.22,3,14927.22,107145.0,107145.0,0.0,107145.0,3,7,-975,10.0,2,365243.0,-944.0,-760.0,0.0
5213,168928,0,1,2,1,202500.0,790830.0,62613.0,675000.0,2,1,1,1,-11143,-2642,-5155,-3696,5,7,47,0.448958476888302,0.557698267478408,0.8357765157975799,1475207,5,-2012,-2019.0,4875.39,4875.39,3,4875.39,51030.0,41247.0,13500.0,51030.0,4,1,-2171,12.0,2,365243.0,-2132.0,-1944.0,0.0
5214,202030,0,1,1,3,153000.0,284427.0,18306.0,216000.0,2,1,1,1,-11063,-3895,-3347,-3721,3,12,6,0.16443138432127993,0.29655852388412546,0.6246146584503397,1959141,4,-1804,-1805.0,3814.38,3814.38,3,3814.38,27855.0,18855.0,9000.0,27855.0,4,6,-1931,6.0,2,365243.0,-1894.0,-1767.0,0.0
5224,193835,0,1,2,4,81000.0,225000.0,22050.0,225000.0,1,1,1,1,-16219,-833,-1939,-4569,2,0,41,0.3966504674256196,0.7489325755293154,0.5849900404894085,2206160,5,-1589,-1616.0,6133185.0,6133185.0,3,6133185.0,39564.0,37953.0,3960.0,39564.0,2,7,-1743,8.0,2,365243.0,-1709.0,-1493.0,0.0
5228,103072,0,1,2,1,90000.0,624289.5,27630.0,558000.0,3,1,1,1,-16103,365243,-127,-4640,2,10,8,0.15650996921468666,0.2212559086068051,0.39277386060313396,2226516,1,-1039,-1071.0,6687.99,6687.99,3,6687.99,62995.5,62680.5,6300.0,62995.5,3,11,-1070,12.0,1,365243.0,-1039.0,-702.0,0.0
5230,155973,0,1,2,1,135000.0,900000.0,32017.5,900000.0,4,2,1,1,-10364,-495,-676,-3020,1,10,15,0.4131792770782787,0.5510644372648663,0.28371188263500075,2831501,4,-274,-310.0,4642.92,4642.92,3,4642.92,44977.5,45288.0,4500.0,44977.5,6,5,-395,12.0,1,365243.0,-364.0,-30.0,0.0
5231,293238,0,1,2,2,202500.0,315000.0,25015.5,315000.0,2,2,4,1,-15771,-658,-2948,-4187,5,10,4,0.6846907203230862,0.582623811293037,0.4596904504249018,2403454,5,-1929,-1947.0,3881385.0,3881385.0,3,3881385.0,44995.5,36895.5,8100.0,44995.5,4,7,-2080,12.0,1,365243.0,-2049.0,-1776.0,0.0
5233,209474,0,1,2,1,585000.0,1125000.0,61650.0,1125000.0,1,2,1,1,-23505,-3720,-526,-5133,5,5,2,0.39007360739538416,0.317706899703166,0.28961123838200553,2673932,2,-321,-358.0,7008975.0,7008975.0,3,7008975.0,86806575.0,69444.0,17362575.0,86806575.0,4,0,-386,12.0,1,365243.0,-351.0,-257.0,0.0
5234,274111,0,1,2,2,180000.0,180000.0,8883.0,180000.0,1,2,3,1,-14522,-986,-1144,-5980,6,0,37,0.8528275844320234,0.5885672129261144,0.5656079814115492,2101777,1,-16,-16.0,26583975.0,26583975.0,3,26583975.0,148572.0,148572.0,0.0,148572.0,2,5,-46,6.0,3,365243.0,-16.0,365243.0,0.0
5240,167628,0,1,2,1,108000.0,382500.0,25875.0,382500.0,1,2,5,1,-14348,-1037,-3702,-4950,4,1,6,0.446230853009394,0.6286337968479625,0.656158373001177,2018616,2,-1150,-1161.0,3779.55,3779.55,3,3779.55,21555.0,17955.0,4311.0,21555.0,2,5,-1220,5.0,3,365243.0,-1180.0,-1082.0,0.0
5246,203474,0,1,1,2,180000.0,552555.0,30105.0,477000.0,2,1,1,1,-10064,-603,-4657,-2711,1,2,2,0.7426113936532768,0.6378966732983737,0.3893387918468769,1390316,4,-1269,-1279.0,22221.63,22221.63,3,22221.63,196632.0,111910.5,90000.0,196632.0,4,3,-1390,6.0,2,365243.0,-1359.0,-1205.0,0.0
5258,168100,0,1,1,1,135000.0,229500.0,21046.5,229500.0,1,1,1,1,-10154,-1137,-1612,-2276,3,8,2,0.1369703674587514,0.5032273071148766,0.4561097392782771,1872958,1,-871,-883.0,13479615.0,13479615.0,3,13479615.0,65151.0,66096.0,6516.0,65151.0,4,7,-902,6.0,2,365243.0,-871.0,-717.0,0.0
5259,130713,1,1,1,2,135000.0,545040.0,26509.5,450000.0,2,4,3,1,-10230,-376,-1224,-1294,3,0,4,0.1362405692498312,0.24533740690170594,0.0963186927645401,2058828,1,-7,-24.0,7692075.0,7692075.0,3,7692075.0,64170.0,64170.0,0.0,64170.0,5,3,-54,12.0,2,365243.0,-7.0,365243.0,0.0
5269,207653,0,1,1,1,135000.0,495000.0,31765.5,495000.0,1,1,1,1,-11120,-2059,-8822,-3732,3,3,4,0.3416039763238793,0.6955063388320168,0.2735646775174348,2332337,2,-746,-749.0,6735.33,6735.33,3,6735.33,34596.0,36423.0,0.0,34596.0,1,5,-807,6.0,1,365243.0,-776.0,-619.0,0.0
5275,162956,0,1,1,1,252000.0,454500.0,14791.5,454500.0,1,1,1,1,-18852,-12208,-10699,-2381,5,1,0,0.4914668897420885,0.2563991885360997,0.7062051096536562,1011107,11,-2537,-2537.0,10476.45,10476.45,3,10476.45,139500.0,139500.0,0.0,139500.0,2,12,-2873,24.0,2,365243.0,-2837.0,-2140.0,0.0
5277,149670,0,1,2,1,76500.0,675000.0,29862.0,675000.0,3,2,1,1,-20833,365243,-9102,-4034,4,10,8,0.8292988508806223,0.2599885112629642,0.7165702448010511,1975982,7,-1655,-1672.0,6868035.0,6868035.0,3,6868035.0,51543.0,49446.0,5157.0,51543.0,7,4,-1866,8.0,3,365243.0,-1835.0,-1621.0,0.0
5278,252314,0,1,2,2,157500.0,331920.0,18135.0,225000.0,1,1,1,1,-16645,-804,-130,-173,1,6,0,0.4868195323591387,0.2513623118766256,0.29859498978739724,1457110,1,-1274,-1281.0,4659705.0,4659705.0,3,4659705.0,22050.0,23143.5,0.0,22050.0,5,17,-1305,6.0,2,365243.0,-1274.0,-1114.0,0.0
5280,247789,0,1,1,2,202500.0,781920.0,25839.0,675000.0,4,1,3,1,-15569,-4635,-8092,-4249,3,5,31,0.349290864944633,0.2582211966652917,0.6817058776720116,1004909,10,-310,-320.0,11305845.0,11305845.0,3,11305845.0,109341.0,109341.0,0.0,109341.0,1,2,-611,12.0,1,365243.0,-580.0,-275.0,0.0
5285,200334,0,1,1,1,135000.0,545040.0,35617.5,450000.0,1,3,2,1,-10917,-696,-5045,-3565,4,9,4,0.2292097872081124,0.6507498898246993,0.520897599048938,1286269,4,-2338,-2352.0,6391575.0,6391575.0,3,6397425.0,25155.0,22455.0,2700.0,25155.0,1,9,-2467,4.0,3,365243.0,-2428.0,-2335.0,0.0
5289,239037,0,1,2,1,135000.0,284400.0,18306.0,225000.0,1,2,4,1,-10235,-258,-2895,-1755,6,0,0,0.3750231473536244,0.508496621288295,0.3001077565791181,2832898,8,-799,-813.0,6446.61,6446.61,3,6446.61,70200.0,63180.0,7020.0,70200.0,2,9,-1040,12.0,1,365243.0,-1009.0,-733.0,0.0
5296,254147,0,1,2,1,315000.0,373140.0,36481.5,337500.0,1,1,1,1,-17059,-3002,-4810,-598,5,10,4,0.4827836300837812,0.6695849778613918,0.7180328113294772,2126258,5,-1860,-1897.0,5335.47,5335.47,3,5335.47,34573.5,33016.5,3600.0,34573.5,6,12,-2029,8.0,2,365243.0,-1980.0,-1797.0,0.0
5298,245148,0,2,2,1,90000.0,180000.0,9000.0,180000.0,1,3,2,4,-8282,-255,-3156,-949,2,11,42,0.4275743953030834,0.7316109205611494,0.4614823912998385,1855475,6,-180,-180.0,5620995.0,5620995.0,3,5621895.0,30249.0,32044.5,0.0,30249.0,5,2,-361,6.0,4,365243.0,-330.0,-177.0,0.0
5299,179352,0,1,2,1,112500.0,142200.0,8068.5,112500.0,3,1,5,1,-21779,365243,-7343,-2493,5,5,8,0.8302415383331162,0.17233213541065906,0.6347055309763198,1213254,13,-1542,-1562.0,11291805.0,1212.48,1,11291805.0,94500.0,121689.0,0.0,94500.0,4,7,-1933,18.0,2,365243.0,-1902.0,-1377.0,0.0
5303,251224,0,1,2,1,360000.0,1750500.0,55093.5,1750500.0,2,2,4,1,-18995,-6564,-4084,-2527,3,2,4,0.7758424360488501,0.6271265585727753,0.17146836689679945,2064495,4,-87,-107.0,7948845.0,7948845.0,3,7948845.0,88222.5,88222.5,0.0,88222.5,4,2,-207,12.0,4,365243.0,-177.0,365243.0,0.0
5304,291413,0,1,2,1,135000.0,225000.0,13045.5,225000.0,2,1,1,1,-14791,-4960,-5633,-1962,6,11,4,0.3919848645552184,0.7025634363155522,0.5190973382084597,1443451,1,-1433,-1447.0,3868.38,3868.38,3,3868.38,20326.5,18972.0,2250.0,20326.5,3,0,-1466,6.0,2,365243.0,-1433.0,-1279.0,0.0
5306,234616,0,1,2,2,135000.0,1056447.0,34209.0,922500.0,1,1,1,2,-12837,-4546,-3163,-5284,1,10,2,0.6283385948062322,0.4053606043957884,0.5531646987710016,1045754,1,-2108,-2119.0,7203.6,7203.6,3,7203.6,41125.5,36000.0,5125.5,41125.5,4,0,-2139,6.0,2,365243.0,-2108.0,-1954.0,0.0
5307,191409,0,1,2,1,225000.0,740088.0,29479.5,661500.0,3,1,4,1,-21448,365243,-394,-4810,4,14,8,0.7249480427884603,0.6976001354669028,0.4206109640437848,2593518,3,-2396,-2410.0,17539515.0,17539515.0,3,17539515.0,174514.14,170950.5,17455.14,174514.14,2,15,-2487,12.0,1,365243.0,-2456.0,-2153.0,1.0
5308,267784,0,1,1,3,236700.0,755190.0,36459.0,675000.0,2,1,1,1,-8678,-2043,-3512,-1364,7,0,2,0.456988043386904,0.3326719059545395,0.3123653692278984,1542270,12,-295,-306.0,7375.5,7375.5,3,7375.5,112500.0,112500.0,0.0,112500.0,2,7,-656,18.0,3,365243.0,-625.0,-259.0,0.0
5313,299277,0,1,1,1,315000.0,284256.0,30613.5,270000.0,1,1,2,1,-17120,-2414,-5685,-632,3,5,4,0.5168533811272321,0.6978122939490571,0.5691487713619409,2762841,10,-225,-233.0,5614155.0,5614155.0,3,5615.1,51097.5,51097.5,0.0,51097.5,5,8,-537,10.0,3,365243.0,-495.0,-220.0,0.0
5318,282059,0,1,2,1,121500.0,254700.0,14350.5,225000.0,3,1,2,1,-23980,365243,-7801,-4005,6,11,8,0.7568865578480837,0.6754364438812758,0.6658549219640212,1186803,5,-2767,-2759.0,4354.92,4354.92,1,4354.92,45000.0,48712.5,0.0,45000.0,1,9,-2917,15.0,1,365243.0,-2887.0,-2463.0,1.0
5327,251648,0,1,2,1,130500.0,247500.0,13950.0,247500.0,3,1,3,1,-23633,365243,-5501,-4750,1,8,8,0.8085536653814401,0.6836410547104761,0.4241303111942548,1681817,1,-1581,-1582.0,2260.89,2260.89,3,2260.89,16290.0,17635.5,0.0,16290.0,6,6,-1612,10.0,2,365243.0,-1581.0,-1485.0,0.0
5329,184539,1,1,2,1,180000.0,805536.0,38884.5,720000.0,1,3,1,1,-11525,-1919,-5635,-3421,3,1,30,0.17120170632398596,0.4044701117639353,0.3296550543128238,2240215,4,-1258,-1269.0,3275235.0,3275235.0,3,3275235.0,14575.5,15295.5,0.0,14575.5,3,5,-1379,6.0,2,365243.0,-1348.0,-1193.0,0.0
5333,205125,0,1,1,1,270000.0,327024.0,12325.5,270000.0,1,3,1,1,-11893,-2844,-5542,-3575,2,17,4,0.2540031110479056,0.7418445128444385,0.3233112448967859,2441176,2,-700,-701.0,114796.98,114796.98,3,25877835.0,125865.0,125865.0,0.0,125865.0,7,1,-843,6.0,2,365243.0,-730.0,-695.0,0.0
5335,105283,0,1,1,1,292500.0,417024.0,25330.5,360000.0,2,2,1,1,-9499,-544,-143,-1835,2,9,30,0.20438390437915693,0.3107940173684109,0.4418358231994413,1438478,7,-1596,-1601.0,5924.61,5924.61,3,5924.61,55080.0,55318.5,5490.0,55080.0,3,4,-1812,14.0,2,365243.0,-1776.0,-1437.0,0.0
5345,218964,0,1,2,1,166500.0,1449000.0,38353.5,1449000.0,4,1,1,1,-20086,-9830,-7881,-3528,2,11,12,0.8836628432024799,0.3445667298947874,0.7623356180684377,2589442,4,-1645,-1653.0,10414.89,10414.89,3,10414.89,100800.0,87300.0,13500.0,100800.0,7,9,-1766,10.0,1,365243.0,-1735.0,-1458.0,0.0
5346,232024,0,1,2,2,360000.0,1024740.0,52452.0,900000.0,2,2,2,1,-12981,-1928,-774,-2937,1,4,1,0.6813358374902575,0.6022886950159204,0.06688793396721357,2239733,2,-1776,-1778.0,9327015.0,9327015.0,3,9327015.0,97875.0,85311.0,20250.0,97875.0,4,4,-1838,12.0,1,365243.0,-1806.0,-1471.0,0.0
5348,293832,1,1,2,1,135000.0,781920.0,40054.5,675000.0,1,1,1,2,-15473,-1317,-8830,-5138,5,3,12,0.3828929672301477,0.39284853418213495,0.14644206667896328,1731265,6,-2519,-2529.0,6948.45,6948.45,3,6948.45,48091.5,46138.5,4810.5,48091.5,7,0,-2700,8.0,2,365243.0,-2669.0,-2455.0,1.0
5351,256207,0,1,1,1,90000.0,900000.0,26316.0,900000.0,1,1,1,1,-15892,-8326,-4464,-4473,5,9,5,0.3698498527645136,0.02879017544149069,0.4048783643353997,2360545,1,-2796,-2802.0,5296455.0,5296455.0,3,5296455.0,52974.0,47673.0,5301.0,52974.0,4,7,-2834,10.0,3,365243.0,-2796.0,-2523.0,0.0
5354,273256,0,1,2,3,90000.0,294322.5,19291.5,243000.0,1,1,1,1,-12018,-1162,-85,-3201,3,6,4,0.3299670377223167,0.2370613815336965,0.34578480246959553,1078633,2,-709,-720.0,9269505.0,9269505.0,3,9269505.0,136786.5,156951.0,0.0,136786.5,3,0,-770,24.0,1,365243.0,-739.0,-666.0,0.0
5360,127029,0,1,2,1,135000.0,472500.0,20943.0,472500.0,3,2,2,1,-22667,365243,-12797,-4712,3,5,8,0.9023955296573344,0.728853971857924,0.7194907850918436,1234165,5,-2401,-2407.0,15749.55,15749.55,3,15749.55,94500.0,88830.0,5670.0,94500.0,6,12,-2552,6.0,3,365243.0,-2521.0,-2355.0,0.0
5365,108847,0,1,1,1,130050.0,81000.0,4324.5,81000.0,1,3,3,1,-9164,-631,-3843,-574,3,1,21,0.3439956846794862,0.634987300258434,0.3441550073724169,2379153,6,-51,-65.0,5622975.0,5622975.0,3,5622975.0,124155.0,124155.0,0.0,124155.0,3,12,-231,24.0,4,365243.0,-201.0,365243.0,0.0
5366,169603,0,1,2,1,180000.0,495000.0,17910.0,495000.0,1,2,1,1,-21846,-191,-14330,-4706,5,1,6,0.8633433804859791,0.5511834515710935,0.5902333386185574,1956735,5,-2189,-2200.0,3999465.0,3999465.0,3,3999465.0,33255.0,32890.5,3325.5,33255.0,3,2,-2340,12.0,2,365243.0,-2309.0,-1972.0,0.0
5370,125861,1,1,2,2,180000.0,1078200.0,31653.0,900000.0,1,1,3,1,-13965,-263,-779,-3019,4,11,4,0.4546901616899194,0.251596941063024,0.31547215492577346,1518310,20,-398,-428.0,6804495.0,6804495.0,3,6804495.0,86602.5,108981.0,0.0,86602.5,6,11,-999,24.0,1,365243.0,-968.0,-270.0,0.0
5373,200392,0,1,1,1,216000.0,359775.0,38875.5,337500.0,1,1,4,2,-10730,-1546,-10488,-3398,5,0,3,0.6741891475141482,0.5428933279609467,0.3740208032583212,2307640,3,-1810,-1831.0,7650855.0,7650855.0,3,7650855.0,52605.0,47344.5,5260.5,52605.0,6,12,-1910,8.0,2,365243.0,-1870.0,-1657.0,0.0
5375,200573,0,1,2,1,207000.0,157500.0,11200.5,157500.0,1,1,1,1,-20058,-6239,-10202,-2835,5,3,0,0.8115648221633969,0.7208558210935924,0.6940926425266661,1078354,3,-2727,-2727.0,5479425.0,5479425.0,3,5479425.0,28908.0,27301.5,2893.5,28908.0,1,7,-2818,6.0,3,365243.0,-2787.0,-2630.0,1.0
5382,125014,0,1,1,2,144000.0,1078200.0,34780.5,900000.0,1,1,1,1,-12979,-725,-1443,-26,3,4,1,0.194766417070888,0.6453434047666295,0.5832379256761245,2754838,10,-2052,-2092.0,7250.76,7250.76,3,7250.76,66510.0,62131.5,9976.5,66510.0,5,1,-2385,12.0,2,365243.0,-2322.0,-1984.0,1.0
5384,280999,0,1,2,1,112500.0,625356.0,20173.5,522000.0,1,1,1,1,-12113,-2654,-726,-4500,7,5,2,0.3970694045669934,0.4508172383516911,0.5814837058057234,1445573,2,-2224,-2253.0,7099.65,7099.65,3,7099.65,37755.0,35374.5,4050.0,37755.0,6,18,-2311,6.0,2,365243.0,-2254.0,-2128.0,1.0
5386,139983,0,1,2,1,135000.0,225000.0,15034.5,225000.0,3,2,5,1,-21677,365243,-1257,-5054,1,5,8,0.7348938790415749,0.7531073651266402,0.6263042766749393,2194761,8,-47,-57.0,7119.54,7119.54,3,7119.54,106605.0,106605.0,0.0,106605.0,1,2,-288,18.0,3,365243.0,-257.0,365243.0,0.0
5392,176439,0,1,2,1,90000.0,679500.0,26946.0,679500.0,1,1,1,1,-20862,-1061,-9722,-4387,5,11,5,0.7281005633435248,0.2653117484731741,0.520897599048938,1958848,1,-921,-931.0,13989735.0,13989735.0,3,13989735.0,71977.5,75780.0,0.0,71977.5,1,4,-952,6.0,1,365243.0,-921.0,-827.0,0.0
5393,234210,0,1,1,3,157500.0,1350000.0,46926.0,1350000.0,1,2,1,1,-14554,-2980,-411,-4578,2,3,19,0.4443116456126536,0.6830874513084251,0.24318648044201235,2335658,3,-2623,-2636.0,11432385.0,11432385.0,3,11432385.0,68598.0,64480.5,4117.5,68598.0,6,2,-2726,6.0,3,365243.0,-2683.0,-2529.0,0.0
5394,230411,0,1,1,1,171000.0,521280.0,27423.0,450000.0,1,2,1,1,-12654,-370,-1031,-4997,3,10,4,0.4203362119686888,0.5590625349031344,0.6801388218428291,1338076,8,-74,-83.0,20917485.0,20917485.0,3,20917485.0,224100.0,224100.0,0.0,224100.0,6,14,-319,12.0,3,365243.0,-284.0,365243.0,0.0
5397,224327,1,1,2,2,180000.0,167076.0,14467.5,135000.0,2,1,3,1,-11611,-3400,-1657,-288,2,18,4,0.4048272111389021,0.09898117964360713,0.5136937663039473,2050159,10,-154,-192.0,11920.95,11920.95,3,11790.45,147600.0,167098.5,0.0,147600.0,2,17,-455,18.0,1,365243.0,-424.0,365243.0,0.0
5403,162326,0,1,2,2,180000.0,971280.0,97177.5,900000.0,2,2,1,1,-10402,-1998,-4868,-1157,4,10,2,0.19189629777974945,0.37711032939933775,0.6722428897082422,1307374,1,-159,-175.0,65299.95,65299.95,3,11638.17,63546.21,63544.5,1.71,63546.21,4,18,-189,6.0,1,365243.0,-159.0,-151.0,0.0
5408,125124,0,1,1,2,405000.0,781920.0,28215.0,675000.0,2,2,1,1,-14168,-843,-933,-940,6,0,43,0.40502955932924106,0.7743145945607754,0.8050196619153701,1692162,12,-1238,-1358.0,7433.46,7433.46,3,7433.46,164821.5,164821.5,0.0,164821.5,3,8,-1599,24.0,4,365243.0,-1568.0,-1203.0,0.0
5411,134572,0,1,2,1,90000.0,450000.0,25258.5,450000.0,1,1,1,1,-13285,-2017,-3964,-3992,4,3,4,0.6679591774907041,0.5720855603342659,0.5954562029091491,2399366,5,-1420,-1492.0,1696455.0,1696455.0,3,1696455.0,31207.5,34722.0,0.0,31207.5,1,12,-1571,24.0,4,365243.0,-1540.0,-1327.0,0.0
5412,146362,0,1,1,2,90000.0,450000.0,21888.0,450000.0,1,1,1,4,-10721,-255,-2457,-740,2,3,4,0.20699936241223407,0.59998692849535,0.6863823354047934,1031212,4,-6,-34.0,9180.63,9180.63,3,9180.63,92475.0,95314.5,9247.5,92475.0,2,0,-126,12.0,3,365243.0,-96.0,365243.0,1.0
